1,2000-10-02 00:00:00,135.868515,35.253685
1,2000-10-02 09:30:00,135.868510,35.253685
1,2000-10-02 09:30:00,135.868809,35.253938
1,2000-10-02 09:31:00,135.867314,35.245535
1,2000-10-02 09:32:00,135.864602,35.236571
1,2000-10-02 09:33:00,135.862549,35.227869
1,2000-10-02 09:34:00,135.862223,35.218827
1,2000-10-02 09:35:00,135.856298,35.211470
1,2000-10-02 09:36:00,135.859133,35.202456
1,2000-10-02 09:37:00,135.860513,35.193566
1,2000-10-02 09:38:00,135.856628,35.185576
1,2000-10-02 09:39:00,135.858612,35.177494
1,2000-10-02 09:40:00,135.857612,35.176002
1,2000-10-02 09:41:00,135.859619,35.168240
1,2000-10-02 09:42:00,135.864807,35.161158
1,2000-10-02 09:43:00,135.869445,35.155393
1,2000-10-02 09:44:00,135.872312,35.149204
1,2000-10-02 09:45:00,135.872139,35.141617
1,2000-10-02 09:45:00,135.873123,35.141891
1,2000-10-02 11:40:00,135.873120,35.141891
1,2000-10-02 11:40:00,135.872139,35.141617
1,2000-10-02 11:41:00,135.871215,35.153358
1,2000-10-02 11:42:00,135.864807,35.161158
1,2000-10-02 11:43:00,135.858826,35.172262
1,2000-10-02 11:44:00,135.858612,35.177494
1,2000-10-02 11:45:00,135.856598,35.190289
1,2000-10-02 11:46:00,135.859133,35.202456
1,2000-10-02 11:47:00,135.858639,35.215494
1,2000-10-02 11:48:00,135.862549,35.227869
1,2000-10-02 11:49:00,135.865515,35.241071
1,2000-10-02 11:50:00,135.868809,35.253938
1,2000-10-02 11:50:00,135.868515,35.253685
1,2000-10-02 23:59:00,135.868510,35.253685
2,2000-10-02 00:00:00,135.859344,35.167294
2,2000-10-02 16:30:00,135.859340,35.167294
2,2000-10-02 16:30:00,135.858926,35.167530
2,2000-10-02 16:31:00,135.856044,35.167082
2,2000-10-02 16:32:00,135.854569,35.164946
2,2000-10-02 16:33:00,135.852845,35.162943
2,2000-10-02 16:34:00,135.853008,35.160477
2,2000-10-02 16:35:00,135.851268,35.158363
2,2000-10-02 16:36:00,135.849408,35.156289
2,2000-10-02 16:37:00,135.847696,35.154141
2,2000-10-02 16:38:00,135.845519,35.152352
2,2000-10-02 16:39:00,135.844402,35.150030
2,2000-10-02 16:40:00,135.843140,35.147648
2,2000-10-02 16:41:00,135.841278,35.145551
2,2000-10-02 16:42:00,135.839251,35.143547
2,2000-10-02 16:43:00,135.836897,35.141843
2,2000-10-02 16:44:00,135.835351,35.139657
2,2000-10-02 16:45:00,135.834476,35.137218
2,2000-10-02 16:46:00,135.833228,35.134941
2,2000-10-02 16:47:00,135.832171,35.132580
2,2000-10-02 16:48:00,135.831199,35.130125
2,2000-10-02 16:49:00,135.831863,35.127660
2,2000-10-02 16:50:00,135.831595,35.125209
2,2000-10-02 16:51:00,135.830059,35.122933
2,2000-10-02 16:52:00,135.829290,35.120550
2,2000-10-02 16:53:00,135.828706,35.118028
2,2000-10-02 16:54:00,135.827353,35.115677
2,2000-10-02 16:55:00,135.825976,35.113338
2,2000-10-02 16:56:00,135.825355,35.110791
2,2000-10-02 16:57:00,135.824068,35.108473
2,2000-10-02 16:58:00,135.824119,35.105946
2,2000-10-02 16:59:00,135.824741,35.103447
2,2000-10-02 17:00:00,135.824212,35.100937
2,2000-10-02 17:01:00,135.822838,35.098799
2,2000-10-02 17:02:00,135.820691,35.096923
2,2000-10-02 17:03:00,135.821261,35.094637
2,2000-10-02 17:04:00,135.822054,35.092205
2,2000-10-02 17:05:00,135.822898,35.089956
2,2000-10-02 17:06:00,135.821411,35.087767
2,2000-10-02 17:07:00,135.819078,35.086073
